duplicate_group_id,economic_exposure_family_id,grouping_basis,same_isin_multiple_listing_rule,accumulating_distributing_rule,hedge_rule,provider_rule,rule_version,warning,share_class_count,listing_count,provider_count,member_isins
DUP-GLOBAL_ALL_WORLD,GLOBAL_ALL_WORLD,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6,10,5,IE0002FCUS29;IE000L6ZMMC4;IE000LFC57H7;IE000OL3XN92;IE000WQ5O293;IE00B3RBWM25
DUP-GLOBAL_BANKS,GLOBAL_BANKS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,5,2,IE00B5MTWD60;LU1852212023;LU1852212965;LU3065096839
DUP-GLOBAL_BATTERY_EV,GLOBAL_BATTERY_EV,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,8,3,IE00094FRAA6;IE00BF0M2Z96;IE00BKLF1R75;IE00BLCHJN13
DUP-GLOBAL_BIOTECHNOLOGY,GLOBAL_BIOTECHNOLOGY,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2,4,2,IE00BL0L0H60;IE00BQ70R696
DUP-GLOBAL_CLEAN_ENERGY,GLOBAL_CLEAN_ENERGY,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,7,4,FR0010524777;IE000BLN64M9;IE000U58J0M1;IE00BLRB0028
DUP-GLOBAL_CORPORATE_IG_GBP_HEDGED,GLOBAL_CORPORATE_IG_GBP_HEDGED,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,4,4,IE000J4DNAA7;IE000Z87ZVJ8;IE00BGYWFN19;LU3259261470
DUP-GLOBAL_CYBERSECURITY,GLOBAL_CYBERSECURITY,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5,10,5,IE00072RHT03;IE000ST40PX8;IE00BF16M727;IE00BLPK3577;IE00BMH5Y871
DUP-GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,7,12,7,FR0010315770;IE000910ZA91;IE000CVOSY02;IE000KLSD4Y8;IE000OEF25S1;IE00B4L5Y983;IE00BK5BQV03
DUP-GLOBAL_DEVELOPED_WORLD_EUR_HEDGED,GLOBAL_DEVELOPED_WORLD_EUR_HEDGED,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,1,1,IE00B441G979
DUP-GLOBAL_DEVELOPED_WORLD_GBP_HEDGED,GLOBAL_DEVELOPED_WORLD_GBP_HEDGED,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,1,1,IE00B42YS929
DUP-GLOBAL_ENERGY,GLOBAL_ENERGY,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2,4,2,IE000AIFGRB9;IE00BM67HM91
DUP-GLOBAL_FINANCIALS,GLOBAL_FINANCIALS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2,3,2,IE00BM67HL84;LU0533033071
DUP-GLOBAL_GENOMICS,GLOBAL_GENOMICS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,8,4,IE000B9PQW54;IE000KD0BZ68;IE000O5M6XO1;IE00BM8R0N95
DUP-GLOBAL_GOLD_MINERS,GLOBAL_GOLD_MINERS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5,9,4,IE00B3CNHG25;IE00B6R52036;IE00BQQP9F84;IE00BQQP9G91;LU0259322260
DUP-GLOBAL_HEALTHCARE,GLOBAL_HEALTHCARE,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,7,4,IE00BJQTJ848;IE00BK5BC677;IE00BYZK4776;LU0533033311
DUP-GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,IE00BM67HV82
DUP-GLOBAL_INFRASTRUCTURE,GLOBAL_INFRASTRUCTURE,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,7,4,IE0008LRGGP4;IE000AFVONT7;IE000TCZMZM8;IE00BLCHJ641
DUP-GLOBAL_MATERIALS,GLOBAL_MATERIALS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,IE00BM67HS53
DUP-GLOBAL_OIL_GAS,GLOBAL_OIL_GAS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,IE00B6R51Z18
DUP-GLOBAL_QUANTUM_COMPUTING,GLOBAL_QUANTUM_COMPUTING,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3,5,3,IE0007Y8Y157;IE000C6ITGC8;IE000W8WMSL2
DUP-GLOBAL_REAL_ESTATE,GLOBAL_REAL_ESTATE,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,NL0009690239
DUP-GLOBAL_RETAIL,GLOBAL_RETAIL,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,IE00BMH5XY61
DUP-GLOBAL_ROBOTICS_AUTOMATION,GLOBAL_ROBOTICS_AUTOMATION,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3,6,3,IE0005TF96I9;IE000O6Z73N7;IE00BYZK4552
DUP-GLOBAL_SEMICONDUCTORS,GLOBAL_SEMICONDUCTORS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5,10,5,IE0000ZL1RD2;IE000T8QD852;IE000YDZG487;IE00BMC38736;LU1900066033
DUP-GLOBAL_SILVER_MINERS,GLOBAL_SILVER_MINERS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2,4,2,IE0008WICO06;IE000UL6CLP7
DUP-GLOBAL_SMALL_CAP,GLOBAL_SMALL_CAP,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,6,2,IE000F2IX674;IE000F354Q61;IE000ISS8DB2;IE00BCBJG560
DUP-GLOBAL_SOFTWARE,GLOBAL_SOFTWARE,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3,6,3,IE00BFD2H405;IE00BJGWQN72;IE00BMH5YF48
DUP-GLOBAL_SOLAR,GLOBAL_SOLAR,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2,4,2,IE000XD7KCJ7;IE00BM8QRZ79
DUP-GLOBAL_SPACE,GLOBAL_SPACE,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,IE000VDH1PG3
DUP-GLOBAL_TECHNOLOGY,GLOBAL_TECHNOLOGY,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,IE00BYZK4883
DUP-GLOBAL_TRANSPORTATION,GLOBAL_TRANSPORTATION,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,IE00BF0M6N54
DUP-GLOBAL_URANIUM_NUCLEAR,GLOBAL_URANIUM_NUCLEAR,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,7,4,IE0005YK6564;IE000J5PESP7;IE000M7V94E1;IE000MS9DTS9
DUP-GLOBAL_UTILITIES,GLOBAL_UTILITIES,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,IE00BM67HQ30
