correction_id,affected_object_type,affected_id,source_stage,existing_value,corrected_value,correction_status,materiality,A2_history_impacted,remediation_required,evidence_ids,source_urls,notes,warning
A3R0COR-00BBE4966EFD76F4,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BYTRRD19,A0A1_DISCOVERY_REGISTRY,EUROPE_TECHNOLOGY,GLOBAL_TECHNOLOGY,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,MSCI World Technology implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-27C308500D967968,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BYTRRF33,A0A1_DISCOVERY_REGISTRY,EUROPE_MATERIALS,GLOBAL_MATERIALS,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,MSCI World Materials implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-9D83C5933BC1B5F2,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BYTRRH56,A0A1_DISCOVERY_REGISTRY,EUROPE_UTILITIES,GLOBAL_UTILITIES,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-99545ABABD127584,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,MSCI World Utilities implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-5F1F4FC1F2046863,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BYZK4776,A0A1_DISCOVERY_REGISTRY,GLOBAL_HEALTHCARE,PROPOSED_GLOBAL_HEALTHCARE_INNOVATION,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-A4DE90620BC0EBFF,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D16%26size%3D100,Healthcare-innovation thematic implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-4C58CC9CA989799E,DISCOVERY_REGISTRY_ISIN_CLASSIFICATION,IE00BYZK4883,A0A1_DISCOVERY_REGISTRY,GLOBAL_TECHNOLOGY,PROPOSED_GLOBAL_DIGITALISATION,PROPOSED_NOT_APPLIED_TO_IMMUTABLE_A0A1_OR_A2_OUTPUTS,MATERIAL_IF_USED_IN_ROTATION_POOL,YES,REBUILD_FUND_SHARE_CLASS_LISTING_ASSIGNMENT_AND_ANY_A2_HISTORY,EVD-C8AC84410D51D02B,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D15%26size%3D100,Digitalisation thematic implementation,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-5D0D855C1C1F635F,ECONOMIC_EXPOSURE_SCOPE_DISCLOSURE,DEVELOPED_ASIA_PACIFIC,A0A1_AND_A2,BROAD_FAMILY_LABEL,RETAIN_ID_WITH_EXPLICIT_SCOPE_LIMITATION,APPLIED_AS_A3R0_DISPLAY_AND_RESEARCH_WARNING,OPEN_ITEM_NOT_AUTOMATIC_EXCLUSION,YES_SCOPE_ONLY,REVIEW_BEFORE_PROMOTION_OR_DEPLOYMENT,A2_CANONICAL_IMPLEMENTATION_HISTORY|A0A1_SHARE_CLASS_MASTER,NOT_APPLICABLE_LOCAL_AUTHORITATIVE_DATA,Implementation is developed Pacific ex-Japan; effective scope must be displayed explicitly,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-DF040D0CB647B3E0,ECONOMIC_EXPOSURE_SCOPE_DISCLOSURE,GLOBAL_AI,A0A1_AND_A2,BROAD_FAMILY_LABEL,RETAIN_ID_WITH_EXPLICIT_SCOPE_LIMITATION,APPLIED_AS_A3R0_DISPLAY_AND_RESEARCH_WARNING,OPEN_ITEM_NOT_AUTOMATIC_EXCLUSION,YES_SCOPE_ONLY,REVIEW_BEFORE_PROMOTION_OR_DEPLOYMENT,A2_CANONICAL_IMPLEMENTATION_HISTORY|A0A1_SHARE_CLASS_MASTER,NOT_APPLICABLE_LOCAL_AUTHORITATIVE_DATA,History uses an AI/metaverse/blockchain composite; treat as broad AI-theme implementation with scope warning,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-CA95AABC602728BE,ECONOMIC_EXPOSURE_SCOPE_DISCLOSURE,GLOBAL_BIOTECHNOLOGY,A0A1_AND_A2,BROAD_FAMILY_LABEL,RETAIN_ID_WITH_EXPLICIT_SCOPE_LIMITATION,APPLIED_AS_A3R0_DISPLAY_AND_RESEARCH_WARNING,OPEN_ITEM_NOT_AUTOMATIC_EXCLUSION,YES_SCOPE_ONLY,REVIEW_BEFORE_PROMOTION_OR_DEPLOYMENT,A2_CANONICAL_IMPLEMENTATION_HISTORY|A0A1_SHARE_CLASS_MASTER,NOT_APPLICABLE_LOCAL_AUTHORITATIVE_DATA,Implementations are US-dominant Nasdaq/NYSE Arca biotechnology exposures despite GLOBAL label,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-AA3FCB481A17A75A,ECONOMIC_EXPOSURE_SCOPE_DISCLOSURE,GLOBAL_RETAIL,A0A1_AND_A2,BROAD_FAMILY_LABEL,RETAIN_ID_WITH_EXPLICIT_SCOPE_LIMITATION,APPLIED_AS_A3R0_DISPLAY_AND_RESEARCH_WARNING,OPEN_ITEM_NOT_AUTOMATIC_EXCLUSION,YES_SCOPE_ONLY,REVIEW_BEFORE_PROMOTION_OR_DEPLOYMENT,A2_CANONICAL_IMPLEMENTATION_HISTORY|A0A1_SHARE_CLASS_MASTER,NOT_APPLICABLE_LOCAL_AUTHORITATIVE_DATA,Implementation is e-commerce rather than the full retail industry,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-A24D166A5A4F6A0B,ECONOMIC_EXPOSURE_SCOPE_DISCLOSURE,GLOBAL_SOFTWARE,A0A1_AND_A2,BROAD_FAMILY_LABEL,RETAIN_ID_WITH_EXPLICIT_SCOPE_LIMITATION,APPLIED_AS_A3R0_DISPLAY_AND_RESEARCH_WARNING,OPEN_ITEM_NOT_AUTOMATIC_EXCLUSION,YES_SCOPE_ONLY,REVIEW_BEFORE_PROMOTION_OR_DEPLOYMENT,A2_CANONICAL_IMPLEMENTATION_HISTORY|A0A1_SHARE_CLASS_MASTER,NOT_APPLICABLE_LOCAL_AUTHORITATIVE_DATA,Implementation is cloud computing rather than the full software industry,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-B6F825EE01F3F1DF,ECONOMIC_EXPOSURE_SCOPE_DISCLOSURE,GLOBAL_TRANSPORTATION,A0A1_AND_A2,BROAD_FAMILY_LABEL,RETAIN_ID_WITH_EXPLICIT_SCOPE_LIMITATION,APPLIED_AS_A3R0_DISPLAY_AND_RESEARCH_WARNING,OPEN_ITEM_NOT_AUTOMATIC_EXCLUSION,YES_SCOPE_ONLY,REVIEW_BEFORE_PROMOTION_OR_DEPLOYMENT,A2_CANONICAL_IMPLEMENTATION_HISTORY|A0A1_SHARE_CLASS_MASTER,NOT_APPLICABLE_LOCAL_AUTHORITATIVE_DATA,Implementation is e-commerce logistics rather than the full transportation industry,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
A3R0COR-7E73CA052417F9D1,ECONOMIC_EXPOSURE_SCOPE_DISCLOSURE,US_TOTAL_MARKET,A0A1_AND_A2,BROAD_FAMILY_LABEL,RETAIN_ID_WITH_EXPLICIT_SCOPE_LIMITATION,APPLIED_AS_A3R0_DISPLAY_AND_RESEARCH_WARNING,OPEN_ITEM_NOT_AUTOMATIC_EXCLUSION,YES_SCOPE_ONLY,REVIEW_BEFORE_PROMOTION_OR_DEPLOYMENT,A2_CANONICAL_IMPLEMENTATION_HISTORY|A0A1_SHARE_CLASS_MASTER,NOT_APPLICABLE_LOCAL_AUTHORITATIVE_DATA,Two isolated implementation selections use a screened US-equity line; retained with a minor-lineage warning,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
