economic_exposure_family_id,economic_exposure_name,rotation_role,competition_pool,parent_exposure,preferred_or_alternate,ISIN,ticker,expected_exchange,expected_MIC,listing_currency,GBP_GBX_unit,issuer,structure,LSE_current_status,UK_retail_disclosure_status,public_ISA_rules_status,public_evidence_URLs,public_evidence_date,public_evidence_confidence,IBKR_contract_status,IBKR_contract_id,IBKR_exchange_found,IBKR_symbol_found,IBKR_quote_status,IBKR_ISA_purchase_status,verification_notes,listing_id,share_class_id,selectable_flag,benchmark_only_flag,warning
EUROPE_CONSUMER_STAPLES,Broad consumer-staples sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,ALTERNATE,IE00BKWQ0D84,CSTP,London Stock Exchange,XLON,EUR,EUR,STREET GLOBAL ADVISORS,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-8202BB6B88239C49,SC-BE486B951FEA27E0,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_CONSUMER_STAPLES,Broad consumer-staples sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,PREFERRED,IE00BKWQ0D84,CSPE,London Stock Exchange,XLON,GBP,GBX,STREET GLOBAL ADVISORS,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D25%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-BF084EBD037C41FA,SC-BE486B951FEA27E0,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_ENERGY,Broad Europe energy sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,ALTERNATE,IE00BKWQ0F09,ENGY,LONDON STOCK EXCHANGE,XLON,EUR,EUR,STATE_STREET,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://www.ssga.com/ie/en_gb/institutional/etfs/state-street-spdr-msci-europe-energy-ucits-etf-stn-fp,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-7CF3CA53200F3EF3,A2RSC-511C3508E37D157E,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_ENERGY,Broad Europe energy sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,PREFERRED,IE00BKWQ0F09,ENGE,LONDON STOCK EXCHANGE,XLON,GBP,GBP,STATE_STREET,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://www.ssga.com/ie/en_gb/institutional/etfs/state-street-spdr-msci-europe-energy-ucits-etf-stn-fp,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-A97CE6229B729CA9,A2RSC-511C3508E37D157E,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_EX_UK,Developed Europe excluding the UK,BROAD_GEOGRAPHY_ROTATION,POOL_REGIONAL_SATELLITES,EUROPE_BROAD,ALTERNATE,IE00BGV5VM45,XUEK,London Stock Exchange,XLON,GBP,GBX,DEUTSCHE BANK,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-8C01D23BAC4BB4A1,SC-B8E017DE72EA01B2,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_EX_UK,Developed Europe excluding the UK,BROAD_GEOGRAPHY_ROTATION,POOL_REGIONAL_SATELLITES,EUROPE_BROAD,PREFERRED,IE00BYX5K108,MXUK,London Stock Exchange,XLON,GBP,GBX,INVESCO,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D12%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-69E53BFF909A49E2,SC-CF08D888981C0CFF,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_FINANCIALS,Broad Europe financials sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,ALTERNATE,IE00BKWQ0G16,FNCL,London Stock Exchange,XLON,EUR,EUR,STREET GLOBAL ADVISORS,NOT_VERIFIED,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,UNCERTAIN,NOT_VERIFIED,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-5AC6510FC6DAAA39,SC-6D894C66EBEF6CAB,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_FINANCIALS,Broad Europe financials sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,PREFERRED,IE00BKWQ0G16,FNCE,London Stock Exchange,XLON,GBP,GBP,STREET GLOBAL ADVISORS,NOT_VERIFIED,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,UNCERTAIN,NOT_VERIFIED,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-38A9A7E263239093,SC-6D894C66EBEF6CAB,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_HEALTHCARE,Broad Europe healthcare sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,ALTERNATE,IE00BKWQ0H23,HLTH,London Stock Exchange,XLON,EUR,EUR,STREET GLOBAL ADVISORS,NOT_VERIFIED,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,UNCERTAIN,NOT_VERIFIED,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-62AB7E6A4CF2519D,SC-47A0987AB6D1A951,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_HEALTHCARE,Broad Europe healthcare sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,PREFERRED,IE00BKWQ0H23,HEAE,London Stock Exchange,XLON,GBP,GBP,STREET GLOBAL ADVISORS,NOT_VERIFIED,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,UNCERTAIN,NOT_VERIFIED,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-F5185DE9554ADCDC,SC-47A0987AB6D1A951,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_INDUSTRIALS,Broad Europe industrials sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,PREFERRED,IE00BKWQ0J47,NDUS,LONDON STOCK EXCHANGE,XLON,EUR,EUR,STATE_STREET,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://www.ssga.com/dk/en_gb/institutional/etfs/state-street-spdr-msci-europe-industrials-ucits-etf-stq-fp,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-C28D8860C40F046E,A2RSC-CEB11E79F0A30C8C,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_INFRASTRUCTURE,Europe listed infrastructure,THEME_ROTATION,POOL_EUROPE_THEMES,EUROPE_INDUSTRIALS,ALTERNATE,IE000TIZ5AP4,FTIE,London Stock Exchange,XLON,GBP,GBX,FIRST TRUST,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D4%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-5DB20A4D2F5A8B76,SC-D22D672C12C820E7,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_INFRASTRUCTURE,Europe listed infrastructure,THEME_ROTATION,POOL_EUROPE_THEMES,EUROPE_INDUSTRIALS,PREFERRED,IE000PTMIE90,BLDR,London Stock Exchange,XLON,GBP,GBX,ISHARES,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D13%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-91702607131A396B,SC-4D88ACE511E2627D,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_MATERIALS,Broad Europe materials sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,PREFERRED,IE00BKWQ0L68,MTRL,LONDON STOCK EXCHANGE,XLON,EUR,EUR,STATE_STREET,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://www.ssga.com/nl/nl/institutional/etfs/funds/spdr-msci-europe-materials-ucits-etf-stp-fp,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-BB8BB6E3D0498115,A2RSC-90FA6880F62C7D20,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_REAL_ESTATE,Europe listed real estate,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,PREFERRED,LU0489337690,XDER,LONDON STOCK EXCHANGE,XLON,GBP,GBX,XTRACKERS,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://etf.dws.com/download/asset/7ba98091-cdb4-47f0-b2f3-1d3173114b13,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-92174F02CC6665F2,A2RSC-0E4821CF107F8108,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_TECHNOLOGY,Broad Europe technology sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,PREFERRED,IE00BKWQ0K51,ITEC,LONDON STOCK EXCHANGE,XLON,EUR,EUR,STATE_STREET,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://www.ssga.com/lu/en_gb/intermediary/library-content/products/factsheets/etfs/emea/factsheet-emea-en_gb-stk-fp.pdf,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-8BB2FD1FE594C39F,A2RSC-863652D070F6830B,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROPE_UTILITIES,Broad Europe utilities sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EUROPE_BROAD,PREFERRED,IE00BKWQ0P07,UTIL,LONDON STOCK EXCHANGE,XLON,EUR,EUR,STATE_STREET,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://www.ssga.com/uk/en_gb/institutional/etfs/state-street-spdr-msci-europe-utilities-ucits-etf-stu-fp,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-EBAB69523C63E2ED,A2RSC-3BB806ADE51367FC,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROZONE,Eurozone equities,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,EUROPE_BROAD,ALTERNATE,IE00B53L3W79,CSX5,London Stock Exchange,XLON,EUR,EUR,ISHARES,Physical,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D18%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-core-euro-stoxx-50-ucits-etf-eur-acc-gb-ie00b53l3w79-en.pdf,2026-08-22,HIGH,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-657B084B9D4FA98A,SC-8BED0470D7A37089,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROZONE,Eurozone equities,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,EUROPE_BROAD,PREFERRED,IE00B53L3W79,CS51,London Stock Exchange,XLON,GBP,GBX,ISHARES,Physical,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D18%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-core-euro-stoxx-50-ucits-etf-eur-acc-gb-ie00b53l3w79-en.pdf,2026-08-22,HIGH,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-DB4737448E908533,SC-8BED0470D7A37089,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUROZONE_USD_HEDGED,Eurozone equities hedged to USD,BROAD_GEOGRAPHY_ROTATION,POOL_HEDGED_GEOGRAPHY_VARIANTS,EUROZONE,PREFERRED,IE00BWZN1T31,EMUU,London Stock Exchange,XLON,USD,USD,ISHARES,Physical,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D18%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-msci-emu-usd-hedged-ucits-etf-acc-gb-ie00bwzn1t31-en.pdf,2026-08-22,HIGH,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-1F27185B7C397A87,SC-ADAA7956B7E5C997,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUR_OVERNIGHT_CASH,Euro overnight-rate exposure,DEFENSIVE_REFERENCE,POOL_DEFENSIVE_CASH_LIKE,NOT_APPLICABLE,ALTERNATE,LU3025345516,CSHE,London Stock Exchange,XLON,EUR,EUR,BNP PARIBAS EASY,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D2%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-E98FBD8340D22A16,SC-48774189D49FEB09,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
EUR_OVERNIGHT_CASH,Euro overnight-rate exposure,DEFENSIVE_REFERENCE,POOL_DEFENSIVE_CASH_LIKE,NOT_APPLICABLE,PREFERRED,LU3025345516,CSGB,London Stock Exchange,XLON,GBP,GBX,BNP PARIBAS EASY,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D2%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-F06BD8AF27B93CE9,SC-48774189D49FEB09,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GBP_CORPORATE_IG,Sterling investment-grade corporate bonds,DEFENSIVE_REFERENCE,POOL_DEFENSIVE_FIXED_INCOME,NOT_APPLICABLE,ALTERNATE,IE00BLRPQM83,GBPC,London Stock Exchange,XLON,GBP,GBX,LEGAL AND GENERAL ASSET MANAGEMENT,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D21%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-46D83CB76AD483DA,SC-75AC0D78572F9283,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GBP_CORPORATE_IG,Sterling investment-grade corporate bonds,DEFENSIVE_REFERENCE,POOL_DEFENSIVE_FIXED_INCOME,NOT_APPLICABLE,PREFERRED,IE00B00FV011,SLXX,London Stock Exchange,XLON,GBP,GBX,ISHARES,Physical,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D16%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-core-corp-bond-ucits-etf-gbp-dist-gb-ie00b00fv011-en.pdf,2026-08-22,HIGH,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-C48E38A07773B0BE,SC-A2119F5D4CE4DEC7,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_AEROSPACE_DEFENCE,Aerospace and defence businesses,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_INDUSTRIALS,ALTERNATE,IE000NVDQXE1,MISL,London Stock Exchange,XLON,USD,USD,FIRST TRUST,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D4%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-EC08D9FD38D08E19,SC-4693BCFABA090CFD,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_AEROSPACE_DEFENCE,Aerospace and defence businesses,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_INDUSTRIALS,PREFERRED,IE000NVDQXE1,ICBM,London Stock Exchange,XLON,GBP,GBX,FIRST TRUST,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D4%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-DC2D9BBEACC98FC0,SC-4693BCFABA090CFD,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_AGGREGATE_BONDS_GBP_HEDGED,Global aggregate bonds hedged to sterling,DEFENSIVE_REFERENCE,POOL_DEFENSIVE_FIXED_INCOME,NOT_APPLICABLE,PREFERRED,IE00BF540Y54,AGBP,London Stock Exchange,XLON,GBP,GBX,ISHARES,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D13%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-4BDBFC6DFAE0F524,SC-07197820D5223EA6,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,NOT_APPLICABLE,ALTERNATE,IE00B6R52143,ISAG,London Stock Exchange,XLON,USD,USD,ISHARES,Physical,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-agribusiness-ucits-etf-usd-acc-gb-ie00b6r52143-en.pdf,2026-08-22,HIGH,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-66EFEFD98FE252FF,SC-2168DD8054B60302,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,NOT_APPLICABLE,PREFERRED,IE00B6R52143,SPAG,London Stock Exchange,XLON,GBP,GBX,ISHARES,Physical,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-agribusiness-ucits-etf-usd-acc-gb-ie00b6r52143-en.pdf,2026-08-22,HIGH,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-60B356057092496B,SC-2168DD8054B60302,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
