child_exposure_family_id,child_exposure_name,parent_relation_type,parent_exposure_family_id,parent_exists_in_A0A1_master,relationship_basis,child_duplicate_group_id,parent_duplicate_identity,labelled_duplicate_due_only_to_overlap,relationship_status,warning
GLOBAL_UTILITIES,Broad global utilities sector,PRIMARY,GLOBAL_DEVELOPED_WORLD,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,GLOBAL_DEVELOPED_WORLD,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_WATER,Water infrastructure and services,PRIMARY,GLOBAL_INDUSTRIALS,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,GLOBAL_INDUSTRIALS,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_WATER,Water infrastructure and services,SECONDARY,GLOBAL_UTILITIES,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,GLOBAL_UTILITIES,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INDIA,Broad Indian equities,PRIMARY,EMERGING_MARKETS,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,EMERGING_MARKETS,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INDIA,Broad Indian equities,SECONDARY,EMERGING_ASIA,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,EMERGING_ASIA,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
JAPAN,Broad Japanese equities,PRIMARY,GLOBAL_DEVELOPED_WORLD,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,GLOBAL_DEVELOPED_WORLD,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
JAPAN,Broad Japanese equities,SECONDARY,DEVELOPED_ASIA_PACIFIC,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,DEVELOPED_ASIA_PACIFIC,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
JAPAN_EUR_HEDGED,Broad Japanese equities hedged to EUR,PRIMARY,JAPAN,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,JAPAN,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
JAPAN_GBP_HEDGED,Broad Japanese equities hedged to GBP,PRIMARY,JAPAN,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,JAPAN,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LATIN_AMERICA,Broad Latin American equities,PRIMARY,EMERGING_MARKETS,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,EMERGING_MARKETS,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
SOUTH_KOREA,Broad South Korean equities,PRIMARY,EMERGING_MARKETS,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,EMERGING_MARKETS,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
SOUTH_KOREA,Broad South Korean equities,SECONDARY,EMERGING_ASIA,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,EMERGING_ASIA,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
TAIWAN,Broad Taiwanese equities,PRIMARY,EMERGING_MARKETS,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,EMERGING_MARKETS,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
TAIWAN,Broad Taiwanese equities,SECONDARY,EMERGING_ASIA,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,EMERGING_ASIA,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_BROAD_MARKET,Broad UK equities,PRIMARY,EUROPE_BROAD,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,EUROPE_BROAD,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_BROAD_MARKET,Broad UK equities,SECONDARY,GLOBAL_DEVELOPED_WORLD,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,GLOBAL_DEVELOPED_WORLD,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_GILTS_LONG,Long-duration UK government bonds,PRIMARY,UK_GILTS_ALL,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,UK_GILTS_ALL,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_GILTS_SHORT,Short-duration UK government bonds,PRIMARY,UK_GILTS_ALL,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,UK_GILTS_ALL,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_GILTS_SHORT,Short-duration UK government bonds,SECONDARY,ACTUAL_GBP_CASH,NO_EXTERNAL_REFERENCE,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,EXTERNAL_REFERENCE,NO,EXTERNAL_REFERENCE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_INDEX_LINKED_GILTS,UK index-linked government bonds,PRIMARY,UK_GILTS_ALL,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,UK_GILTS_ALL,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_LARGE_CAP,UK large-cap equities,PRIMARY,UK_BROAD_MARKET,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,UK_BROAD_MARKET,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_MID_CAP,UK mid-cap equities,PRIMARY,UK_BROAD_MARKET,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,UK_BROAD_MARKET,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_SMALL_CAP,UK small-cap equities,PRIMARY,UK_BROAD_MARKET,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,UK_BROAD_MARKET,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_AEROSPACE_DEFENCE,United States aerospace and defence,PRIMARY,GLOBAL_INDUSTRIALS,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,GLOBAL_INDUSTRIALS,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_AEROSPACE_DEFENCE,United States aerospace and defence,SECONDARY,US_BROAD_LARGE_CAP,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_BROAD_LARGE_CAP,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_AI,Artificial-intelligence value chain,PRIMARY,GLOBAL_AI,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,GLOBAL_AI,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_AI,Artificial-intelligence value chain,SECONDARY,US_BROAD_LARGE_CAP,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_BROAD_LARGE_CAP,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_BANKS,Us banking industry,PRIMARY,US_FINANCIALS,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_FINANCIALS,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_BROAD_LARGE_CAP,Broad US large-cap equities,PRIMARY,GLOBAL_DEVELOPED_WORLD,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,GLOBAL_DEVELOPED_WORLD,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_BROAD_LARGE_CAP_EUR_HEDGED,Broad US large-cap equities hedged to EUR,PRIMARY,US_BROAD_LARGE_CAP,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_BROAD_LARGE_CAP,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_BROAD_LARGE_CAP_GBP_HEDGED,Broad US large-cap equities hedged to GBP,PRIMARY,US_BROAD_LARGE_CAP,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_BROAD_LARGE_CAP,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_COMMUNICATION_SERVICES,Broad communication-services sector,PRIMARY,US_TOTAL_MARKET,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_TOTAL_MARKET,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_COMMUNICATION_SERVICES,Broad communication-services sector,SECONDARY,US_BROAD_LARGE_CAP,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_BROAD_LARGE_CAP,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_CONSUMER_STAPLES,Broad consumer-staples sector,PRIMARY,US_TOTAL_MARKET,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_TOTAL_MARKET,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_CONSUMER_STAPLES,Broad consumer-staples sector,SECONDARY,US_BROAD_LARGE_CAP,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_BROAD_LARGE_CAP,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_FINANCIALS,Broad global financials sector,PRIMARY,US_TOTAL_MARKET,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_TOTAL_MARKET,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_FINANCIALS,Broad global financials sector,SECONDARY,US_BROAD_LARGE_CAP,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_BROAD_LARGE_CAP,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_HEALTHCARE,Broad global healthcare sector,PRIMARY,US_TOTAL_MARKET,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_TOTAL_MARKET,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_HEALTHCARE,Broad global healthcare sector,SECONDARY,US_BROAD_LARGE_CAP,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_BROAD_LARGE_CAP,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_NASDAQ_100,US Nasdaq-100 large-cap growth-biased equities,PRIMARY,US_BROAD_LARGE_CAP,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_BROAD_LARGE_CAP,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_SMALL_CAP,US small-cap equities,PRIMARY,US_TOTAL_MARKET,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_TOTAL_MARKET,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_SMALL_CAP,US small-cap equities,SECONDARY,US_BROAD_LARGE_CAP,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_BROAD_LARGE_CAP,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_TOTAL_MARKET,Broad all-cap US equities,PRIMARY,GLOBAL_DEVELOPED_WORLD,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,GLOBAL_DEVELOPED_WORLD,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_TOTAL_MARKET,Broad all-cap US equities,SECONDARY,US_BROAD_LARGE_CAP,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_BROAD_LARGE_CAP,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_TOTAL_MARKET_GBP_HEDGED,Broad all-cap US equities hedged to GBP,PRIMARY,US_TOTAL_MARKET,YES,ECONOMIC_HIERARCHY_NOT_DUPLICATION,PRESERVED_IN_A0A1_MASTER,US_TOTAL_MARKET,NO,ACTIVE_MAP,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
