record_type,economic_exposure_family_id,listing_id,isin,ticker,geography,sector_or_industry,index_or_exposure_objective,hedged_or_unhedged,breadth_level,fingerprint,semantic_match,mismatch_reasons,semantic_valid_from,historical_objective_lineage,semantic_tolerance_basis,source_url,warning
IMPLEMENTATION_ROUTE,EUROPE_MATERIALS,A2RLIST-BB8BB6E3D0498115,IE00BKWQ0L68,MTRL,EUROPE,MATERIALS,MSCI_EUROPE_MATERIALS_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × MATERIALS × MSCI_EUROPE_MATERIALS_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_MATERIALS_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/nl/nl/institutional/etfs/funds/spdr-msci-europe-materials-ucits-etf-stp-fp,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_TECHNOLOGY,A2RLIST-8BB2FD1FE594C39F,IE00BKWQ0K51,ITEC,EUROPE,TECHNOLOGY,MSCI_EUROPE_INFORMATION_TECHNOLOGY_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × TECHNOLOGY × MSCI_EUROPE_INFORMATION_TECHNOLOGY_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_INFORMATION_TECHNOLOGY_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/lu/en_gb/intermediary/library-content/products/factsheets/etfs/emea/factsheet-emea-en_gb-stk-fp.pdf,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_UTILITIES,A2RLIST-EBAB69523C63E2ED,IE00BKWQ0P07,UTIL,EUROPE,UTILITIES,MSCI_EUROPE_UTILITIES_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × UTILITIES × MSCI_EUROPE_UTILITIES_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_UTILITIES_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/uk/en_gb/institutional/etfs/state-street-spdr-msci-europe-utilities-ucits-etf-stu-fp,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_CONSUMER_DISCRETIONARY,A2RLIST-0C02BFDAD366DB4E,IE00BKWQ0C77,CDCE,EUROPE,CONSUMER_DISCRETIONARY,MSCI_EUROPE_CONSUMER_DISCRETIONARY_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × CONSUMER_DISCRETIONARY × MSCI_EUROPE_CONSUMER_DISCRETIONARY_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_CONSUMER_DISCRETIONARY_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/ie/en_gb/institutional/etfs/state-street-spdr-msci-europe-consumer-discretionary-ucits-etf-str-fp,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_CONSUMER_DISCRETIONARY,A2RLIST-E8DDE5A72D40E67A,IE00BKWQ0C77,CDIS,EUROPE,CONSUMER_DISCRETIONARY,MSCI_EUROPE_CONSUMER_DISCRETIONARY_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × CONSUMER_DISCRETIONARY × MSCI_EUROPE_CONSUMER_DISCRETIONARY_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_CONSUMER_DISCRETIONARY_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/ie/en_gb/institutional/etfs/state-street-spdr-msci-europe-consumer-discretionary-ucits-etf-str-fp,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_COMMUNICATION_SERVICES,A2RLIST-F125944373AAC431,IE00BKWQ0N82,TELE,EUROPE,COMMUNICATION_SERVICES,MSCI_EUROPE_COMMUNICATION_SERVICES_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,EUROPE × COMMUNICATION_SERVICES × MSCI_EUROPE_COMMUNICATION_SERVICES_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_EUROPE_COMMUNICATION_SERVICES_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/ie/en_gb/institutional/etfs/state-street-spdr-msci-europe-communication-services-ucits-etf-stt-fp,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,EUROPE_REAL_ESTATE,A2RLIST-92174F02CC6665F2,LU0489337690,XDER,EUROPE,REAL_ESTATE,FTSE_EPRA_NAREIT_DEVELOPED_EUROPE,UNHEDGED,BROAD_SECTOR,EUROPE × REAL_ESTATE × FTSE_EPRA_NAREIT_DEVELOPED_EUROPE × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:FTSE_EPRA_NAREIT_DEVELOPED_EUROPE,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://etf.dws.com/download/asset/7ba98091-cdb4-47f0-b2f3-1d3173114b13,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,GLOBAL_CONSUMER_DISCRETIONARY,A2RLIST-6A87DC0BE49B5392,IE00BYTRR640,WCOD,GLOBAL,CONSUMER_DISCRETIONARY,MSCI_WORLD_CONSUMER_DISCRETIONARY_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × CONSUMER_DISCRETIONARY × MSCI_WORLD_CONSUMER_DISCRETIONARY_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_WORLD_CONSUMER_DISCRETIONARY_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/se/en_gb/institutional/etfs/state-street-spdr-msci-world-consumer-discretionary-ucits-etf-wcod-na,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,GLOBAL_CONSUMER_STAPLES,A2RLIST-FF64D2598918CA53,IE00BYTRR756,WCOS,GLOBAL,CONSUMER_STAPLES,MSCI_WORLD_CONSUMER_STAPLES_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × CONSUMER_STAPLES × MSCI_WORLD_CONSUMER_STAPLES_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_WORLD_CONSUMER_STAPLES_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/uk/en_gb/institutional/etfs/state-street-spdr-msci-world-consumer-staples-ucits-etf-wcos-na,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,GLOBAL_COMMUNICATION_SERVICES,A2RLIST-EFDE14166B8AFD8A,IE00BYTRRG40,WTEL,GLOBAL,COMMUNICATION_SERVICES,MSCI_WORLD_COMMUNICATION_SERVICES_35_20_CAPPED,UNHEDGED,BROAD_SECTOR,GLOBAL × COMMUNICATION_SERVICES × MSCI_WORLD_COMMUNICATION_SERVICES_35_20_CAPPED × UNHEDGED × BROAD_SECTOR,PASS,NOT_APPLICABLE,NOT_APPLICABLE,ALL_OBSERVATIONS:MSCI_WORLD_COMMUNICATION_SERVICES_35_20_CAPPED,EXACT_INTENDED_INDEX_OR_OBJECTIVE,https://www.ssga.com/uk/en_gb/institutional/etfs/state-street-spdr-msci-world-communication-services-ucits-etf-wtel-na,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,GLOBAL_INFRASTRUCTURE,A2RLIST-1D7053D13E3F9704,IE00B1FZS467,INFR,GLOBAL,INFRASTRUCTURE,FTSE_GLOBAL_CORE_INFRASTRUCTURE,UNHEDGED,LISTED_INFRASTRUCTURE,GLOBAL × INFRASTRUCTURE × FTSE_GLOBAL_CORE_INFRASTRUCTURE × UNHEDGED × LISTED_INFRASTRUCTURE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,2006-10-20_TO_2017_INDEX_CHANGE:MACQUARIE_GLOBAL_INFRASTRUCTURE_100|POST_CHANGE:FTSE_GLOBAL_CORE_INFRASTRUCTURE,SAME_LEGAL_FUND_AND_BROAD_GLOBAL_LISTED_INFRASTRUCTURE_OBJECTIVE;PREDECESSOR_INDEX_EXPLICITLY_ALLOWED_NOT_SPLICED,https://www.ishares.com/uk/individual/en/products/251809/ishares-global-infrastructure-ucits-etf,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,GLOBAL_INFRASTRUCTURE,A2RLIST-92BEF8C0172CF2EE,IE00B1FZS467,IDIN,GLOBAL,INFRASTRUCTURE,FTSE_GLOBAL_CORE_INFRASTRUCTURE,UNHEDGED,LISTED_INFRASTRUCTURE,GLOBAL × INFRASTRUCTURE × FTSE_GLOBAL_CORE_INFRASTRUCTURE × UNHEDGED × LISTED_INFRASTRUCTURE,PASS,NOT_APPLICABLE,NOT_APPLICABLE,2006-10-20_TO_2017_INDEX_CHANGE:MACQUARIE_GLOBAL_INFRASTRUCTURE_100|POST_CHANGE:FTSE_GLOBAL_CORE_INFRASTRUCTURE,SAME_LEGAL_FUND_AND_BROAD_GLOBAL_LISTED_INFRASTRUCTURE_OBJECTIVE;PREDECESSOR_INDEX_EXPLICITLY_ALLOWED_NOT_SPLICED,https://www.ishares.com/uk/individual/en/products/251809/ishares-global-infrastructure-ucits-etf,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,US_AEROSPACE_DEFENCE,A2RLIST-F829333712EE3126,IE000KDY10O3,SEAL,UNITED_STATES,AEROSPACE_AND_DEFENCE,VETTAFI_AMERICAN_FUTURE_OF_DEFENCE,UNHEDGED,INDUSTRY,UNITED_STATES × AEROSPACE_AND_DEFENCE × VETTAFI_AMERICAN_FUTURE_OF_DEFENCE × UNHEDGED × INDUSTRY,PASS,NOT_APPLICABLE,2026-07-16,BEFORE_2026-07-16:GLOBAL_METAVERSE_NOT_VALID_FOR_FAMILY|FROM_2026-07-16:VETTAFI_AMERICAN_FUTURE_OF_DEFENCE,DATED_OBJECTIVE_CHANGE;PREDECESSOR_OBSERVATIONS_INVALIDATED,https://hanetf.com/fund/gijo-future-of-us-defence-etf/,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
IMPLEMENTATION_ROUTE,US_AEROSPACE_DEFENCE,A2RLIST-616E9D07F3AAC07D,IE000KDY10O3,GIJO,UNITED_STATES,AEROSPACE_AND_DEFENCE,VETTAFI_AMERICAN_FUTURE_OF_DEFENCE,UNHEDGED,INDUSTRY,UNITED_STATES × AEROSPACE_AND_DEFENCE × VETTAFI_AMERICAN_FUTURE_OF_DEFENCE × UNHEDGED × INDUSTRY,PASS,NOT_APPLICABLE,2026-07-16,BEFORE_2026-07-16:GLOBAL_METAVERSE_NOT_VALID_FOR_FAMILY|FROM_2026-07-16:VETTAFI_AMERICAN_FUTURE_OF_DEFENCE,DATED_OBJECTIVE_CHANGE;PREDECESSOR_OBSERVATIONS_INVALIDATED,https://hanetf.com/fund/gijo-future-of-us-defence-etf/,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
