economic_exposure_family_id,economic_exposure_name,overlap_cluster_id,overlap_basis,parent_exposure_family_id,secondary_parent_exposure_family_id,economic_beta_cluster,rotation_pool_id,holdings_overlap_metric_status,exact_holdings_overlap_percent,overlap_does_not_imply_duplicate,common_beta_control_available_for_later_research,evidence_basis,warning
GLOBAL_INDUSTRIALS,Broad global industrials sector,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,BETA_INDUSTRIALS,POOL_GLOBAL_BROAD_SECTORS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_INFRASTRUCTURE,Global listed infrastructure,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,GLOBAL_INDUSTRIALS,NOT_APPLICABLE,BETA_INDUSTRIALS,POOL_GLOBAL_THEMES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_MATERIALS,Broad global materials sector,OVL_MATERIALS_AND_MINERS,STRONG_PARENT_CHILD_OR_COMMODITY_SENSITIVITY,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,BETA_MATERIALS,POOL_GLOBAL_BROAD_SECTORS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_OIL_GAS,Global oil and gas equities,OVL_ENERGY_AND_TRANSITION,COMMON_SECTOR_OR_THEMATIC_BETA,GLOBAL_ENERGY,NOT_APPLICABLE,BETA_ENERGY,POOL_GLOBAL_INDUSTRIES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_QUANTUM_COMPUTING,Quantum-computing ecosystem,OVL_TECHNOLOGY_INNOVATION,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,GLOBAL_TECHNOLOGY,NOT_APPLICABLE,BETA_TECHNOLOGY,POOL_GLOBAL_THEMES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_REAL_ESTATE,Global listed property and REITs,OVL_REAL_ESTATE,COMMON_SECTOR_BETA,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,BETA_REAL_ESTATE,POOL_GLOBAL_BROAD_SECTORS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_RETAIL,Retail and e-commerce businesses,OVL_CONSUMER_AND_RETAIL,COMMON_SECTOR_BETA,NOT_APPLICABLE,NOT_APPLICABLE,BETA_CONSUMER_DISCRETIONARY,POOL_GLOBAL_INDUSTRIES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,GLOBAL_INDUSTRIALS,GLOBAL_TECHNOLOGY,BETA_INDUSTRIALS,POOL_GLOBAL_THEMES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,OVL_TECHNOLOGY_INNOVATION,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,GLOBAL_TECHNOLOGY,NOT_APPLICABLE,BETA_TECHNOLOGY,POOL_GLOBAL_THEMES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SILVER_MINERS,Global silver-mining equities,OVL_MATERIALS_AND_MINERS,STRONG_PARENT_CHILD_OR_COMMODITY_SENSITIVITY,GLOBAL_MATERIALS,SILVER_PHYSICAL,BETA_MATERIALS,POOL_GLOBAL_INDUSTRIES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SMALL_CAP,Global small-cap equities,OVL_GLOBAL_BROAD_EQUITY,BROAD_INDEX_VERSUS_NARROW_SUBSET,GLOBAL_DEVELOPED_WORLD,GLOBAL_ALL_WORLD,BETA_GLOBAL_OR_OTHER_EQUITY,POOL_GLOBAL_MARKET_CAP_SATELLITES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SOFTWARE,Software and cloud businesses,OVL_TECHNOLOGY_INNOVATION,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,GLOBAL_TECHNOLOGY,NOT_APPLICABLE,BETA_TECHNOLOGY,POOL_GLOBAL_INDUSTRIES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SOLAR,Solar-energy value chain,OVL_ENERGY_AND_TRANSITION,COMMON_SECTOR_OR_THEMATIC_BETA,GLOBAL_CLEAN_ENERGY,GLOBAL_UTILITIES,BETA_UTILITIES,POOL_GLOBAL_THEMES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_SPACE,Commercial space economy,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,GLOBAL_INDUSTRIALS,NOT_APPLICABLE,BETA_INDUSTRIALS,POOL_GLOBAL_THEMES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_TECHNOLOGY,Broad global technology sector,OVL_TECHNOLOGY_INNOVATION,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,BETA_TECHNOLOGY,POOL_GLOBAL_BROAD_SECTORS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_TRANSPORTATION,Transportation and logistics,OVL_TRANSPORT_LOGISTICS,COMMON_INDUSTRY_BETA,GLOBAL_INDUSTRIALS,NOT_APPLICABLE,BETA_INDUSTRIALS,POOL_GLOBAL_INDUSTRIES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_URANIUM_NUCLEAR,Uranium miners and nuclear-energy value chain,OVL_ENERGY_AND_TRANSITION,COMMON_SECTOR_OR_THEMATIC_BETA,GLOBAL_ENERGY,GLOBAL_MATERIALS,BETA_ENERGY,POOL_GLOBAL_THEMES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_UTILITIES,Broad global utilities sector,OVL_UTILITIES_AND_WATER,COMMON_SECTOR_OR_INFRASTRUCTURE_BETA,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,BETA_UTILITIES,POOL_GLOBAL_BROAD_SECTORS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_WATER,Water infrastructure and services,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,GLOBAL_INDUSTRIALS,GLOBAL_UTILITIES,BETA_INDUSTRIALS,POOL_GLOBAL_THEMES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GOLD,"Unleveraged gold exposure, preferring physically backed implementations",OVL_PRECIOUS_METALS,COMMON_REAL_ASSET_BETA,NOT_APPLICABLE,NOT_APPLICABLE,BETA_REAL_ASSET,POOL_DEFENSIVE_REAL_ASSETS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
INDIA,Broad Indian equities,OVL_EMERGING_ASIA_EQUITY,COMMON_GEOGRAPHIC_BETA,EMERGING_MARKETS,EMERGING_ASIA,BETA_EMERGING_ASIA_EQUITY,POOL_COUNTRY_ROTATION,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
JAPAN,Broad Japanese equities,OVL_JAPAN_EQUITY,COMMON_GEOGRAPHIC_BETA,GLOBAL_DEVELOPED_WORLD,DEVELOPED_ASIA_PACIFIC,BETA_JAPAN_EQUITY,POOL_BROAD_GEOGRAPHY_PRIMARY,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
JAPAN_EUR_HEDGED,Broad Japanese equities hedged to EUR,OVL_JAPAN_EQUITY,COMMON_GEOGRAPHIC_BETA,JAPAN,NOT_APPLICABLE,BETA_JAPAN_EQUITY,POOL_HEDGED_GEOGRAPHY_VARIANTS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
JAPAN_GBP_HEDGED,Broad Japanese equities hedged to GBP,OVL_JAPAN_EQUITY,COMMON_GEOGRAPHIC_BETA,JAPAN,NOT_APPLICABLE,BETA_JAPAN_EQUITY,POOL_HEDGED_GEOGRAPHY_VARIANTS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LATIN_AMERICA,Broad Latin American equities,OVL_GLOBAL_BROAD_EQUITY,BROAD_INDEX_VERSUS_NARROW_SUBSET,EMERGING_MARKETS,NOT_APPLICABLE,BETA_GLOBAL_OR_OTHER_EQUITY,POOL_BROAD_GEOGRAPHY_PRIMARY,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
SILVER_PHYSICAL,Unleveraged silver exposure,OVL_PRECIOUS_METALS,COMMON_REAL_ASSET_BETA,NOT_APPLICABLE,NOT_APPLICABLE,BETA_REAL_ASSET,POOL_DEFENSIVE_REAL_ASSETS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
SOUTH_KOREA,Broad South Korean equities,OVL_EMERGING_ASIA_EQUITY,COMMON_GEOGRAPHIC_BETA,EMERGING_MARKETS,EMERGING_ASIA,BETA_EMERGING_ASIA_EQUITY,POOL_COUNTRY_ROTATION,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
TAIWAN,Broad Taiwanese equities,OVL_EMERGING_ASIA_EQUITY,COMMON_GEOGRAPHIC_BETA,EMERGING_MARKETS,EMERGING_ASIA,BETA_EMERGING_ASIA_EQUITY,POOL_COUNTRY_ROTATION,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_BROAD_MARKET,Broad UK equities,OVL_UK_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,EUROPE_BROAD,GLOBAL_DEVELOPED_WORLD,BETA_UK_EQUITY,POOL_BROAD_GEOGRAPHY_PRIMARY,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_GILTS_ALL,Broad UK government bonds,OVL_STERLING_FIXED_INCOME,COMMON_DURATION_CREDIT_BETA,NOT_APPLICABLE,NOT_APPLICABLE,BETA_FIXED_INCOME,POOL_DEFENSIVE_FIXED_INCOME,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_GILTS_LONG,Long-duration UK government bonds,OVL_STERLING_FIXED_INCOME,COMMON_DURATION_CREDIT_BETA,UK_GILTS_ALL,NOT_APPLICABLE,BETA_FIXED_INCOME,POOL_DEFENSIVE_FIXED_INCOME,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_GILTS_SHORT,Short-duration UK government bonds,OVL_STERLING_FIXED_INCOME,COMMON_DURATION_CREDIT_BETA,UK_GILTS_ALL,ACTUAL_GBP_CASH,BETA_FIXED_INCOME,POOL_DEFENSIVE_FIXED_INCOME,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_INDEX_LINKED_GILTS,UK index-linked government bonds,OVL_STERLING_FIXED_INCOME,COMMON_DURATION_CREDIT_BETA,UK_GILTS_ALL,NOT_APPLICABLE,BETA_FIXED_INCOME,POOL_DEFENSIVE_FIXED_INCOME,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_LARGE_CAP,UK large-cap equities,OVL_UK_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,UK_BROAD_MARKET,NOT_APPLICABLE,BETA_UK_EQUITY,POOL_UK_MARKET_CAP_BREADTH,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_MID_CAP,UK mid-cap equities,OVL_UK_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,UK_BROAD_MARKET,NOT_APPLICABLE,BETA_UK_EQUITY,POOL_UK_MARKET_CAP_BREADTH,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
UK_SMALL_CAP,UK small-cap equities,OVL_UK_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,UK_BROAD_MARKET,NOT_APPLICABLE,BETA_UK_EQUITY,POOL_UK_MARKET_CAP_BREADTH,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
USD_OVERNIGHT_CASH,US-dollar overnight-rate exposure,OVL_CASH_AND_SHORT_RATES,COMMON_RATE_BETA,NOT_APPLICABLE,NOT_APPLICABLE,BETA_CASH_RATE,POOL_DEFENSIVE_CASH_LIKE,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_AEROSPACE_DEFENCE,Aerospace and defence businesses,OVL_INDUSTRIAL_DEFENCE_INFRA,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,GLOBAL_INDUSTRIALS,US_BROAD_LARGE_CAP,BETA_INDUSTRIALS,POOL_US_THEMES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_AI,Artificial-intelligence value chain,OVL_TECHNOLOGY_INNOVATION,STRONG_PARENT_CHILD_OR_THEMATIC_OVERLAP,GLOBAL_AI,US_BROAD_LARGE_CAP,BETA_TECHNOLOGY,POOL_US_THEMES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_BANKS,Us banking industry,OVL_FINANCIALS_AND_BANKS,STRONG_PARENT_CHILD_OVERLAP,US_FINANCIALS,NOT_APPLICABLE,BETA_FINANCIALS,POOL_US_INDUSTRIES,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_BROAD_LARGE_CAP,Broad US large-cap equities,OVL_US_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,GLOBAL_DEVELOPED_WORLD,NOT_APPLICABLE,BETA_US_EQUITY,POOL_BROAD_GEOGRAPHY_PRIMARY,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_BROAD_LARGE_CAP_EUR_HEDGED,Broad US large-cap equities hedged to EUR,OVL_US_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,US_BROAD_LARGE_CAP,NOT_APPLICABLE,BETA_US_EQUITY,POOL_HEDGED_GEOGRAPHY_VARIANTS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_BROAD_LARGE_CAP_GBP_HEDGED,Broad US large-cap equities hedged to GBP,OVL_US_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,US_BROAD_LARGE_CAP,NOT_APPLICABLE,BETA_US_EQUITY,POOL_HEDGED_GEOGRAPHY_VARIANTS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_COMMUNICATION_SERVICES,Broad communication-services sector,OVL_OTHER_EQUITY,POTENTIAL_THEMATIC_OVERLAP,US_TOTAL_MARKET,US_BROAD_LARGE_CAP,BETA_COMMUNICATION_SERVICES,POOL_US_BROAD_SECTORS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_CONSUMER_STAPLES,Broad consumer-staples sector,OVL_CONSUMER_AND_RETAIL,COMMON_SECTOR_BETA,US_TOTAL_MARKET,US_BROAD_LARGE_CAP,BETA_CONSUMER_STAPLES,POOL_US_BROAD_SECTORS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_FINANCIALS,Broad global financials sector,OVL_FINANCIALS_AND_BANKS,STRONG_PARENT_CHILD_OVERLAP,US_TOTAL_MARKET,US_BROAD_LARGE_CAP,BETA_FINANCIALS,POOL_US_BROAD_SECTORS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_HEALTHCARE,Broad global healthcare sector,OVL_HEALTHCARE_INNOVATION,STRONG_PARENT_CHILD_OR_INDUSTRY_OVERLAP,US_TOTAL_MARKET,US_BROAD_LARGE_CAP,BETA_HEALTHCARE,POOL_US_BROAD_SECTORS,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_NASDAQ_100,US Nasdaq-100 large-cap growth-biased equities,OVL_US_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,US_BROAD_LARGE_CAP,NOT_APPLICABLE,BETA_US_EQUITY,POOL_US_MARKET_BREADTH_STYLE,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_SMALL_CAP,US small-cap equities,OVL_US_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,US_TOTAL_MARKET,US_BROAD_LARGE_CAP,BETA_US_EQUITY,POOL_US_MARKET_BREADTH_STYLE,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
US_TOTAL_MARKET,Broad all-cap US equities,OVL_US_BROAD_EQUITY,COMMON_GEOGRAPHIC_BETA,GLOBAL_DEVELOPED_WORLD,US_BROAD_LARGE_CAP,BETA_US_EQUITY,POOL_US_MARKET_BREADTH_STYLE,NOT_MEASURED_A3R0_NOT_REQUIRED_FOR_PASS,NOT_AVAILABLE,YES,YES,A0A1_CLASSIFICATION_PLUS_EXPLICIT_A3R0_ECONOMIC_HIERARCHY,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
