signal_date,execution_date,rank,economic_exposure_family_id,economic_exposure_name,RS63,RS126,RS252,rank_RS63,rank_RS126,rank_RS252,composite_score,research_maturity,parent_sector,geography,industry,theme,warning
2022-09-30,2022-10-03,5,GLOBAL_CYBERSECURITY,Global cybersecurity businesses,0.01450615072390904,-0.052935813024333034,-0.0005060212958072352,0.6,0.5,0.8,0.6333333333333333,DEVELOPING,GLOBAL_TECHNOLOGY,GLOBAL,CYBERSECURITY,CYBERSECURITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-10-31,2022-11-01,1,GLOBAL_OIL_GAS,Global oil and gas equities,0.24193648599321094,0.24622476803462856,0.7559532235597837,1.0,1.0,1.0,1.0,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-10-31,2022-11-01,2,EUROPE_BANKS,Europe banking industry,0.1501597699274264,0.0882989623549506,-0.06455390468366073,0.9523809523809523,0.8947368421052632,0.6875,0.8448725981620718,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-10-31,2022-11-01,3,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,0.07980417146674346,0.008620461387347955,0.3202062152238263,0.8571428571428571,0.631578947368421,0.9375,0.8087406015037594,MATURE,NOT_APPLICABLE,GLOBAL,AGRIBUSINESS,AGRIBUSINESS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-10-31,2022-11-01,4,US_BANKS,Us banking industry,0.08731497626584317,0.07232160843112156,-0.08496248100350512,0.9047619047619048,0.7894736842105263,0.625,0.7730785296574769,DEVELOPING,US_FINANCIALS,UNITED_STATES,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-10-31,2022-11-01,5,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,0.038886561648277196,0.05829437394934733,0.010498410228656052,0.7142857142857143,0.6842105263157895,0.8125,0.7369987468671679,DEVELOPING,GLOBAL_INDUSTRIALS,GLOBAL,BATTERY_AND_EV_VALUE_CHAIN,BATTERY_EV,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-11-30,2022-12-01,1,EUROPE_BANKS,Europe banking industry,0.2427462171635275,0.05219619320488733,0.1276506193488387,1.0,0.8095238095238095,0.8888888888888888,0.8994708994708994,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-11-30,2022-12-01,2,GLOBAL_BIOTECHNOLOGY,Biotechnology industry,0.07510611441728021,0.16984049126307021,-0.042210418542002026,0.8571428571428571,1.0,0.6666666666666666,0.8412698412698413,MATURE,GLOBAL_HEALTHCARE,GLOBAL,BIOTECHNOLOGY,BIOTECHNOLOGY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-11-30,2022-12-01,3,GLOBAL_OIL_GAS,Global oil and gas equities,0.06303920395802232,0.019521582079411015,0.7563002000484611,0.7619047619047619,0.7619047619047619,1.0,0.8412698412698412,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-11-30,2022-12-01,4,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,0.06639472684137315,0.08143063441170773,0.08010486997646327,0.8095238095238095,0.8571428571428571,0.7777777777777778,0.8148148148148149,DEVELOPING,GLOBAL_INDUSTRIALS,GLOBAL,BATTERY_AND_EV_VALUE_CHAIN,BATTERY_EV,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-11-30,2022-12-01,5,US_BANKS,Us banking industry,0.03984500678409808,0.007363820832887891,-0.06554335050697957,0.7142857142857143,0.6666666666666666,0.6111111111111112,0.664021164021164,DEVELOPING,US_FINANCIALS,UNITED_STATES,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-12-30,2023-01-03,1,EUROPE_BANKS,Europe banking industry,0.25617640901316086,0.21731947298445564,0.16368835296550754,1.0,1.0,0.8888888888888888,0.9629629629629629,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-12-30,2023-01-03,2,GLOBAL_OIL_GAS,Global oil and gas equities,0.02186264822134487,0.1184311573573622,0.6644785940641458,0.6818181818181818,0.9523809523809523,1.0,0.878066378066378,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-12-30,2023-01-03,3,GLOBAL_GOLD_MINERS,Global gold-mining equities,0.1331394916818862,0.04227410028948708,0.06460415880799641,0.9545454545454546,0.7619047619047619,0.7222222222222222,0.8128908128908128,MATURE,GLOBAL_MATERIALS,GLOBAL,GOLD_MINERS,GOLD_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-12-30,2023-01-03,4,GLOBAL_BIOTECHNOLOGY,Biotechnology industry,0.05689758843993009,0.05903150474229246,-0.008778691942124106,0.7272727272727273,0.8571428571428571,0.6111111111111112,0.7318422318422318,MATURE,GLOBAL_HEALTHCARE,GLOBAL,BIOTECHNOLOGY,BIOTECHNOLOGY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2022-12-30,2023-01-03,5,GLOBAL_WATER,Water infrastructure and services,0.08109858493381528,0.032210817238843115,-0.050208559250673246,0.8181818181818182,0.7142857142857143,0.5,0.6774891774891775,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,WATER_INFRASTRUCTURE,WATER,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-01-31,2023-02-01,1,EUROPE_BANKS,Europe banking industry,0.2914200853963642,0.4853394282991397,0.12676242374009927,0.9523809523809523,1.0,0.8823529411764706,0.9449112978524742,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-01-31,2023-02-01,2,GLOBAL_GOLD_MINERS,Global gold-mining equities,0.2763479148635737,0.26287883339121043,0.11948843408020071,0.9047619047619048,0.95,0.8235294117647058,0.8927637721755368,MATURE,GLOBAL_MATERIALS,GLOBAL,GOLD_MINERS,GOLD_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-01-31,2023-02-01,3,CHINA_INTERNET,China internet and digital economy,0.6220291321428719,0.22522422207604254,0.07611821690759268,1.0,0.9,0.7058823529411765,0.8686274509803922,DEVELOPING,CHINA_BROAD,CHINA,INTERNET_SERVICES,CHINA_INTERNET,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-01-31,2023-02-01,4,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,0.04866089486313374,0.08943971139936657,0.09206013103610489,0.6190476190476191,0.7,0.7647058823529411,0.6945845004668534,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,BATTERY_AND_EV_VALUE_CHAIN,BATTERY_EV,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-01-31,2023-02-01,5,GLOBAL_TRANSPORTATION,Transportation and logistics,0.13754257191515085,0.05463843343710839,0.020448449377765243,0.7619047619047619,0.65,0.5882352941176471,0.6667133520074696,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,TRANSPORTATION,TRANSPORTATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-02-28,2023-03-01,1,EUROPE_BANKS,Europe banking industry,0.2609286339587371,0.55905654612321,0.2577370180517544,1.0,1.0,1.0,1.0,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-02-28,2023-03-01,2,GLOBAL_WATER,Water infrastructure and services,0.05180153782206909,0.09387027789010305,0.029843351802103735,0.7272727272727273,0.9047619047619048,0.7368421052631579,0.7896255790992633,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,WATER_INFRASTRUCTURE,WATER,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-02-28,2023-03-01,3,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,0.016785781921961007,0.05631994933136619,0.09304836935938998,0.5909090909090909,0.7142857142857143,0.8947368421052632,0.7333105491000227,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,BATTERY_AND_EV_VALUE_CHAIN,BATTERY_EV,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-02-28,2023-03-01,4,GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,0.0846177808536166,0.0797663946491114,-0.03590811522807891,0.8636363636363636,0.7619047619047619,0.5263157894736842,0.7172856383382699,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INDUSTRIAL_AUTOMATION,ROBOTICS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-02-28,2023-03-01,5,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,0.08309642639389447,0.08303679695568422,-0.056291385904884694,0.8181818181818182,0.8095238095238095,0.42105263157894735,0.6829194197615249,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-03-31,2023-04-03,1,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,0.20652272359495294,0.20920172199023668,0.0144146044797413,1.0,0.9545454545454546,0.6842105263157895,0.8795853269537479,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-03-31,2023-04-03,2,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,0.04911289713822642,0.04103383520465975,0.1072876945310457,0.8181818181818182,0.6818181818181818,0.9473684210526315,0.8157894736842104,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,BATTERY_AND_EV_VALUE_CHAIN,BATTERY_EV,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-03-31,2023-04-03,3,EUROPE_BANKS,Europe banking industry,-0.022668610489023577,0.24536137817891834,0.23286399553320614,0.4090909090909091,1.0,1.0,0.803030303030303,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-03-31,2023-04-03,4,GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,0.09408238784793599,0.11511796891219528,0.005717769529748118,0.9090909090909091,0.8636363636363636,0.631578947368421,0.8014354066985645,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INDUSTRIAL_AUTOMATION,ROBOTICS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-03-31,2023-04-03,5,GLOBAL_WATER,Water infrastructure and services,0.027463980333526816,0.09942526409863195,0.032175436972107674,0.7272727272727273,0.7272727272727273,0.7894736842105263,0.7480063795853269,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,WATER_INFRASTRUCTURE,WATER,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-04-28,2023-05-02,1,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,0.005192982945477764,0.16472796313318105,0.03832273791261276,0.9047619047619048,0.8571428571428571,0.8333333333333334,0.865079365079365,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-04-28,2023-05-02,2,GLOBAL_WATER,Water infrastructure and services,0.03239246536045992,0.07841246710199212,0.03328499054044309,0.9523809523809523,0.8095238095238095,0.7777777777777778,0.8465608465608465,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,WATER_INFRASTRUCTURE,WATER,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-04-28,2023-05-02,3,GLOBAL_GOLD_MINERS,Global gold-mining equities,0.03812405645762107,0.2787617016746471,-0.036759030160999795,1.0,1.0,0.5,0.8333333333333333,MATURE,GLOBAL_MATERIALS,GLOBAL,GOLD_MINERS,GOLD_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-04-28,2023-05-02,4,EUROPE_BANKS,Europe banking industry,-0.04513080723960228,0.18657150710675863,0.31687410023590235,0.5714285714285714,0.9047619047619048,1.0,0.8253968253968254,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-04-28,2023-05-02,5,GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,-0.016098129116734694,0.048211549926675756,0.011599757761270535,0.8095238095238095,0.7142857142857143,0.6111111111111112,0.7116402116402116,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INDUSTRIAL_AUTOMATION,ROBOTICS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-05-31,2023-06-01,1,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,0.1736716028555676,0.24184749340855638,0.18567248855888785,1.0,1.0,1.0,1.0,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-05-31,2023-06-01,2,GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,0.032495373137184425,0.10265998830218703,0.09399196805593046,0.8181818181818182,0.8636363636363636,0.9523809523809523,0.878066378066378,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INDUSTRIAL_AUTOMATION,ROBOTICS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-05-31,2023-06-01,3,GLOBAL_SOFTWARE,Software and cloud businesses,0.0936410063257731,0.10820950248808625,0.013445969668729019,0.9090909090909091,0.9090909090909091,0.7142857142857143,0.8441558441558441,DEVELOPING,GLOBAL_TECHNOLOGY,GLOBAL,SOFTWARE,SOFTWARE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-05-31,2023-06-01,4,GLOBAL_GOLD_MINERS,Global gold-mining equities,0.14635474913051771,0.0874861662469395,-0.04891090816118304,0.9545454545454546,0.8181818181818182,0.5714285714285714,0.7813852813852813,MATURE,GLOBAL_MATERIALS,GLOBAL,GOLD_MINERS,GOLD_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-05-31,2023-06-01,5,GLOBAL_WATER,Water infrastructure and services,-0.010907644506263359,0.03765929211480379,0.04823775127794927,0.6818181818181818,0.7272727272727273,0.8571428571428571,0.7554112554112553,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,WATER_INFRASTRUCTURE,WATER,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-06-30,2023-07-03,1,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,0.1027474108043116,0.314281184987643,0.25004250265838257,1.0,1.0,1.0,1.0,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-06-30,2023-07-03,2,GLOBAL_SOFTWARE,Software and cloud businesses,0.08903922151741384,0.1806279102460937,-0.03790778995197186,0.9545454545454546,0.9090909090909091,0.7142857142857143,0.8593073593073592,DEVELOPING,GLOBAL_TECHNOLOGY,GLOBAL,SOFTWARE,SOFTWARE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-06-30,2023-07-03,3,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,0.0328999302509394,0.0908880428259844,0.14267555594609838,0.8181818181818182,0.8181818181818182,0.9047619047619048,0.847041847041847,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,BATTERY_AND_EV_VALUE_CHAIN,BATTERY_EV,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-06-30,2023-07-03,4,EUROPE_BANKS,Europe banking industry,0.03391767110903299,0.02933184590751914,0.21204084213660845,0.8636363636363636,0.6818181818181818,0.9523809523809523,0.8326118326118326,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-06-30,2023-07-03,5,GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,0.019393625220802013,0.116198651167988,0.10644436431318138,0.7272727272727273,0.8636363636363636,0.8571428571428571,0.816017316017316,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INDUSTRIAL_AUTOMATION,ROBOTICS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-07-31,2023-08-01,1,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,0.18846676587404865,0.1946384535204997,0.1798335635151247,0.9545454545454546,1.0,0.9523809523809523,0.9689754689754689,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-07-31,2023-08-01,2,GLOBAL_SOFTWARE,Software and cloud businesses,0.17700489079388215,0.13866379946840057,0.0033121714289634507,0.9090909090909091,0.9090909090909091,0.6190476190476191,0.8124098124098122,DEVELOPING,GLOBAL_TECHNOLOGY,GLOBAL,SOFTWARE,SOFTWARE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-07-31,2023-08-01,3,EUROPE_BANKS,Europe banking industry,0.03700708337771985,-0.00979388340830234,0.4455319390437855,0.6363636363636364,0.7272727272727273,1.0,0.7878787878787878,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-07-31,2023-08-01,4,GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,0.04602341513930286,0.02918439514326221,0.0499558575122816,0.7272727272727273,0.8181818181818182,0.7619047619047619,0.7691197691197691,MATURE,GLOBAL_INDUSTRIALS,GLOBAL,INDUSTRIAL_AUTOMATION,ROBOTICS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-07-31,2023-08-01,5,GLOBAL_CYBERSECURITY,Global cybersecurity businesses,0.09504763075911682,0.052021943507381874,-0.025775135578080643,0.8181818181818182,0.8636363636363636,0.5238095238095238,0.7352092352092352,DEVELOPING,GLOBAL_TECHNOLOGY,GLOBAL,CYBERSECURITY,CYBERSECURITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-08-31,2023-09-01,1,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,0.012000905995275035,0.16561192464493835,0.2624006053608041,0.6363636363636364,1.0,0.9523809523809523,0.8629148629148629,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-08-31,2023-09-01,2,GLOBAL_SOFTWARE,Software and cloud businesses,0.02317925254613895,0.13882314224488845,0.01681629163878129,0.7727272727272727,0.9545454545454546,0.7619047619047619,0.8297258297258296,DEVELOPING,GLOBAL_TECHNOLOGY,GLOBAL,SOFTWARE,SOFTWARE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-08-31,2023-09-01,3,EUROPE_BANKS,Europe banking industry,0.0556833098441758,-0.09294578048030588,0.4141488186308582,0.8636363636363636,0.45454545454545453,1.0,0.7727272727272727,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-08-31,2023-09-01,4,GLOBAL_OIL_GAS,Global oil and gas equities,0.11761228165010285,0.018041391838249154,-0.08201842824700056,1.0,0.7727272727272727,0.47619047619047616,0.7496392496392495,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-08-31,2023-09-01,5,GLOBAL_URANIUM_NUCLEAR,Uranium miners and nuclear-energy value chain,0.11312410510903259,0.052433102277421595,-0.12239401437655884,0.9545454545454546,0.8636363636363636,0.42857142857142855,0.7489177489177488,NEW,GLOBAL_ENERGY,GLOBAL,URANIUM_AND_NUCLEAR,URANIUM_NUCLEAR,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-09-29,2023-10-02,1,GLOBAL_URANIUM_NUCLEAR,Uranium miners and nuclear-energy value chain,0.4924383441591138,0.5196902677347239,0.20045012607066193,1.0,1.0,0.9090909090909091,0.9696969696969696,NEW,GLOBAL_ENERGY,GLOBAL,URANIUM_AND_NUCLEAR,URANIUM_NUCLEAR,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-09-29,2023-10-02,2,EUROPE_BANKS,Europe banking industry,0.03337040155410609,0.06829073721249257,0.36758523324561354,0.8181818181818182,0.8636363636363636,1.0,0.8939393939393938,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-09-29,2023-10-02,3,GLOBAL_SOFTWARE,Software and cloud businesses,0.04544508045967244,0.1296790120268272,0.036185214841474966,0.9090909090909091,0.9545454545454546,0.7272727272727273,0.8636363636363635,DEVELOPING,GLOBAL_TECHNOLOGY,GLOBAL,SOFTWARE,SOFTWARE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-09-29,2023-10-02,4,GLOBAL_OIL_GAS,Global oil and gas equities,0.16990747302204423,0.11966075382964725,-1.7106987916570837e-05,0.9545454545454546,0.9090909090909091,0.6818181818181818,0.8484848484848484,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-09-29,2023-10-02,5,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,-0.016823276336554227,0.06427331175752138,0.2905340242862957,0.5454545454545454,0.8181818181818182,0.9545454545454546,0.7727272727272727,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-10-31,2023-11-01,1,GLOBAL_URANIUM_NUCLEAR,Uranium miners and nuclear-energy value chain,0.48755229554913937,0.5730995996466481,0.27032645515559883,1.0,1.0,0.9545454545454546,0.9848484848484849,NEW,GLOBAL_ENERGY,GLOBAL,URANIUM_AND_NUCLEAR,URANIUM_NUCLEAR,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-10-31,2023-11-01,2,EUROPE_BANKS,Europe banking industry,0.025836726273414934,0.05749859908888122,0.25404695034655833,0.8181818181818182,0.7727272727272727,0.9090909090909091,0.8333333333333333,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-10-31,2023-11-01,3,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,-0.028528681680235257,0.13613331049159672,0.32484401152175413,0.6363636363636364,0.8181818181818182,1.0,0.8181818181818181,MATURE,GLOBAL_TECHNOLOGY,GLOBAL,SEMICONDUCTORS,SEMICONDUCTORS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-10-31,2023-11-01,4,GLOBAL_SOFTWARE,Software and cloud businesses,0.015117797571869707,0.19783474562969938,0.02899744846579666,0.7727272727272727,0.9545454545454546,0.6363636363636364,0.7878787878787878,DEVELOPING,GLOBAL_TECHNOLOGY,GLOBAL,SOFTWARE,SOFTWARE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-10-31,2023-11-01,5,GLOBAL_OIL_GAS,Global oil and gas equities,0.11188179638243545,0.19097984239071653,-0.10627166939888255,0.9545454545454546,0.9090909090909091,0.45454545454545453,0.7727272727272726,MATURE,GLOBAL_ENERGY,GLOBAL,OIL_AND_GAS,OIL_AND_GAS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-11-30,2023-12-01,1,GLOBAL_URANIUM_NUCLEAR,Uranium miners and nuclear-energy value chain,0.18255643692437196,0.37471706397223215,0.27849206050899955,1.0,1.0,0.9545454545454546,0.9848484848484849,NEW,GLOBAL_ENERGY,GLOBAL,URANIUM_AND_NUCLEAR,URANIUM_NUCLEAR,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
2023-11-30,2023-12-01,2,EUROPE_BANKS,Europe banking industry,0.05342851903364698,0.1013457909546489,0.18004912651875116,0.8636363636363636,0.9545454545454546,0.8181818181818182,0.8787878787878787,MATURE,EUROPE_FINANCIALS,EUROPE,BANKS,NOT_APPLICABLE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
