analysis_context_id,analysis_context_type,context_primary_for_a3r1,economic_exposure_family_id,economic_exposure_name,primary_rotation_role,a2r_primary_competition_pool_id,universe_tier,a2r_research_maturity,parent_exposure_family_id,parent_benchmark_family_id,overlap_cluster_id,warning
THEME,ROLE_GROUP,YES,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,MATURE,GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_CLEAN_ENERGY,Clean-energy value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,MATURE,GLOBAL_UTILITIES,GLOBAL_UTILITIES,OVL_ENERGY_AND_TRANSITION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_CYBERSECURITY,Global cybersecurity businesses,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,MATURE,GLOBAL_TECHNOLOGY,GLOBAL_TECHNOLOGY,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_GENOMICS,Genomics and genomic medicine,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,DEVELOPING,GLOBAL_BIOTECHNOLOGY,GLOBAL_BIOTECHNOLOGY,OVL_HEALTHCARE_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_INFRASTRUCTURE,Global listed infrastructure,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,MATURE,GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_QUANTUM_COMPUTING,Quantum-computing ecosystem,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,NEW,GLOBAL_TECHNOLOGY,GLOBAL_TECHNOLOGY,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,MATURE,GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,MATURE,GLOBAL_TECHNOLOGY,GLOBAL_TECHNOLOGY,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_SOLAR,Solar-energy value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,DEVELOPING,GLOBAL_CLEAN_ENERGY,GLOBAL_CLEAN_ENERGY,OVL_ENERGY_AND_TRANSITION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_URANIUM_NUCLEAR,Uranium miners and nuclear-energy value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,DEVELOPING,GLOBAL_ENERGY,GLOBAL_ENERGY,OVL_ENERGY_AND_TRANSITION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,GLOBAL_WATER,Water infrastructure and services,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,MATURE,GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
THEME,ROLE_GROUP,YES,US_AEROSPACE_DEFENCE,United States aerospace and defence,THEME_ROTATION,POOL_US_THEMES,EXTENDED,NEW,GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,ASIA_PACIFIC_EX_JAPAN,Asia-Pacific equities excluding Japan,BROAD_GEOGRAPHY_ROTATION,POOL_REGIONAL_SATELLITES,EXTENDED,MATURE,GLOBAL_ALL_WORLD,GLOBAL_ALL_WORLD,OVL_EMERGING_ASIA_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,AUSTRALIA,Broad Australian equities,COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,EXTENDED,MATURE,DEVELOPED_ASIA_PACIFIC,DEVELOPED_ASIA_PACIFIC,OVL_GLOBAL_BROAD_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,CANADA,Broad Canadian equities,COUNTRY_ROTATION,POOL_COUNTRY_ROTATION,EXTENDED,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_GLOBAL_BROAD_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,CHINA_A_SHARES,Mainland China A-shares,COUNTRY_ROTATION,POOL_COUNTRY_CHINA_IMPLEMENTATIONS,EXTENDED,MATURE,CHINA_BROAD,CHINA_BROAD,OVL_CHINA_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,CHINA_BROAD,Broad China equities,COUNTRY_ROTATION,POOL_COUNTRY_CHINA_IMPLEMENTATIONS,EXTENDED,MATURE,EMERGING_MARKETS,EMERGING_MARKETS,OVL_CHINA_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,CHINA_INTERNET,China internet and digital economy,THEME_ROTATION,POOL_CHINA_THEMES,EXPERIMENTAL,MATURE,CHINA_BROAD,CHINA_BROAD,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,DEVELOPED_ASIA_PACIFIC,Developed Asia-Pacific equities,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,EXTENDED,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_GLOBAL_BROAD_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EMERGING_ASIA,Emerging Asian equities,BROAD_GEOGRAPHY_ROTATION,POOL_REGIONAL_SATELLITES,EXTENDED,MATURE,EMERGING_MARKETS,EMERGING_MARKETS,OVL_EMERGING_ASIA_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EMERGING_MARKETS,Broad emerging-market equities,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,CORE,MATURE,GLOBAL_ALL_WORLD,GLOBAL_ALL_WORLD,OVL_EMERGING_ASIA_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_AEROSPACE_DEFENCE,Aerospace and defence businesses,THEME_ROTATION,POOL_EUROPE_THEMES,EXTENDED,DEVELOPING,EUROPE_INDUSTRIALS,EUROPE_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_BANKS,Europe banking industry,INDUSTRY_ROTATION,POOL_EUROPE_INDUSTRIES,EXTENDED,MATURE,EUROPE_FINANCIALS,EUROPE_FINANCIALS,OVL_FINANCIALS_AND_BANKS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_BROAD,Broad developed European equities,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_EUROPE_BROAD_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_COMMUNICATION_SERVICES,Broad Europe communication services sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EXTENDED,DEVELOPING,EUROPE_BROAD,EUROPE_BROAD,OVL_OTHER_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_CONSUMER_DISCRETIONARY,Broad Europe consumer discretionary sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EXTENDED,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_CONSUMER_STAPLES,Broad consumer-staples sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_ENERGY,Broad Europe energy sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_ENERGY_AND_TRANSITION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_EX_UK,Developed Europe excluding the UK,BROAD_GEOGRAPHY_ROTATION,POOL_REGIONAL_SATELLITES,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_EUROPE_BROAD_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_FINANCIALS,Broad Europe financials sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_FINANCIALS_AND_BANKS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_HEALTHCARE,Broad Europe healthcare sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_HEALTHCARE_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_INDUSTRIALS,Broad Europe industrials sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_INFRASTRUCTURE,Europe listed infrastructure,THEME_ROTATION,POOL_EUROPE_THEMES,EXTENDED,NEW,EUROPE_INDUSTRIALS,EUROPE_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_MATERIALS,Broad Europe materials sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,DEVELOPING,EUROPE_BROAD,EUROPE_BROAD,OVL_MATERIALS_AND_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_REAL_ESTATE,Europe listed real estate,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,EXTENDED,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_REAL_ESTATE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_TECHNOLOGY,Broad Europe technology sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROPE_UTILITIES,Broad Europe utilities sector,SECTOR_ROTATION,POOL_EUROPE_BROAD_SECTORS,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_UTILITIES_AND_WATER,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROZONE,Eurozone equities,BROAD_GEOGRAPHY_ROTATION,POOL_BROAD_GEOGRAPHY_PRIMARY,CORE,MATURE,EUROPE_BROAD,EUROPE_BROAD,OVL_EUROPE_BROAD_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,EUROZONE_USD_HEDGED,Eurozone equities hedged to USD,BROAD_GEOGRAPHY_ROTATION,POOL_HEDGED_GEOGRAPHY_VARIANTS,EXTENDED,MATURE,EUROZONE,EUROZONE,OVL_EUROPE_BROAD_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_AEROSPACE_DEFENCE,Aerospace and defence businesses,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,NEW,GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_AGRIBUSINESS,Agricultural inputs and food value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,MATURE,NOT_APPLICABLE,GLOBAL_DEVELOPED_WORLD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_AI,Artificial-intelligence value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,DEVELOPING,GLOBAL_TECHNOLOGY,GLOBAL_TECHNOLOGY,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,MATURE,GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_BIOTECHNOLOGY,Biotechnology industry,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXTENDED,MATURE,GLOBAL_HEALTHCARE,GLOBAL_HEALTHCARE,OVL_HEALTHCARE_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_CLEAN_ENERGY,Clean-energy value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,MATURE,GLOBAL_UTILITIES,GLOBAL_UTILITIES,OVL_ENERGY_AND_TRANSITION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_COMMUNICATION_SERVICES,Broad global communication services sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,EXTENDED,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_OTHER_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_CONSUMER_DISCRETIONARY,Broad global consumer discretionary sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,EXTENDED,DEVELOPING,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_CONSUMER_STAPLES,Broad global consumer staples sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,EXTENDED,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_CYBERSECURITY,Global cybersecurity businesses,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,MATURE,GLOBAL_TECHNOLOGY,GLOBAL_TECHNOLOGY,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_ENERGY,Broad global energy sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_ENERGY_AND_TRANSITION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_FINANCIALS,Broad global financials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_FINANCIALS_AND_BANKS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_GENOMICS,Genomics and genomic medicine,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,DEVELOPING,GLOBAL_BIOTECHNOLOGY,GLOBAL_BIOTECHNOLOGY,OVL_HEALTHCARE_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_GOLD_MINERS,Global gold-mining equities,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXTENDED,MATURE,GLOBAL_MATERIALS,GLOBAL_MATERIALS,OVL_MATERIALS_AND_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_HEALTHCARE,Broad global healthcare sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_HEALTHCARE_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_INDUSTRIALS,Broad global industrials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_INFRASTRUCTURE,Global listed infrastructure,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,MATURE,GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_MATERIALS,Broad global materials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,CORE,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_MATERIALS_AND_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_OIL_GAS,Global oil and gas equities,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXTENDED,MATURE,GLOBAL_ENERGY,GLOBAL_ENERGY,OVL_ENERGY_AND_TRANSITION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_QUANTUM_COMPUTING,Quantum-computing ecosystem,THEME_ROTATION,POOL_GLOBAL_THEMES,EXPERIMENTAL,NEW,GLOBAL_TECHNOLOGY,GLOBAL_TECHNOLOGY,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_REAL_ESTATE,Global listed property and REITs,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,EXTENDED,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_REAL_ESTATE,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_RETAIL,Retail and e-commerce businesses,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXPERIMENTAL,DEVELOPING,NOT_APPLICABLE,GLOBAL_DEVELOPED_WORLD,OVL_CONSUMER_AND_RETAIL,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,MATURE,GLOBAL_INDUSTRIALS,GLOBAL_INDUSTRIALS,OVL_INDUSTRIAL_DEFENCE_INFRA,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,EXTENDED,MATURE,GLOBAL_TECHNOLOGY,GLOBAL_TECHNOLOGY,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_SILVER_MINERS,Global silver-mining equities,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXPERIMENTAL,DEVELOPING,GLOBAL_MATERIALS,GLOBAL_MATERIALS,OVL_MATERIALS_AND_MINERS,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_SMALL_CAP,Global small-cap equities,BROAD_GEOGRAPHY_ROTATION,POOL_GLOBAL_MARKET_CAP_SATELLITES,EXTENDED,MATURE,GLOBAL_DEVELOPED_WORLD,GLOBAL_DEVELOPED_WORLD,OVL_GLOBAL_BROAD_EQUITY,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
ALL_EQUITY_OPPORTUNITIES,ALL_EQUITY,NO,GLOBAL_SOFTWARE,Software and cloud businesses,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,EXTENDED,MATURE,GLOBAL_TECHNOLOGY,GLOBAL_TECHNOLOGY,OVL_TECHNOLOGY_INNOVATION,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
